the_geom,OBJECTID,Status,Score,MATCH_TYPE,Match_addr,Side,User_fld,Addr_type,Full Address,B1_PER_ID1,B1_PER_ID2,B1_PER_ID3,B1_PER_GROUP,SUBDIVISIONNAME,PERMITNUM,PERMITTYPE,B1_APPL_STATUS,B1_HSE_NBR_START,B1_HSE_FRAC_NBR_START,B1_STR_DIR,B1_STR_NAME,B1_STR_SUFFIX,B1_STR_SUFFIX_DIR,B1_UNIT_TYPE,B1_WORK_DESC,ADDRESS,SEQ,LINK,WEB,StPreDir,Country,X,StPreType,State,SubAddressType,StateAbbr,StType,Xmax,Distance,StDir,DisplayY,City,AddNum,StName,ZIP,LangCode,Ymax,B1_UNIT_START,DisplayX,ZIP4,StAddr,Y,Xmin,SubAddressUnit,Ymin,County
POINT (-105.065537155123 40.592104707164),3,M,100,A,"209 BUCKINGHAM ST, 80524",,204490000,SubAddress,,22COM,0,278,Building,,B2204149,Residential New Secondary Building,Issued Full,209,,,BUCKINGHAM,ST,,,"05-08-2023 Revision submitted to add electrical for an EV charger, outlets and indoor lighting and insulation. 
Construction of a 384 sq. ft. detached garage with no utilities. Job contact: Mariam Khokhar 303-529-0102",209   BUCKINGHAM ST,,&capID1=22COM&capID2=00000&capID3=00278,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00278&agencyCode=FTCOLLINS,,USA,"3,120,661.88",,,,,ST,0,0,,0,,209,BUCKINGHAM,80524,,0,,0,,209 BUCKINGHAM ST,"1,458,838.36",0,,0,
POINT (-105.073605002022 40.611567524042),"1,989",M,100,A,"1842 N COLLEGE AVE, 80524",,700110307,SubAddress,,22RAL,0,710,Building,,B2204146,Commercial General Alteration,Re-Issued Full,"1,842",,N,COLLEGE,AVE,,,"Tenant finish of 2940 square feet for King Soopers for the Online Shopping area to include, demo of existing wall for new opening. New full height walls for expansion of pickup space. Installation of new electrical and mechanical. This will also include adding additional pickup stall on the north side of the building on the existing parking lot next to existing pick up stall parking. Job Contac: Joey Hires 720-404-5403",1842  N COLLEGE AVE,161,&capID1=22RAL&capID2=00000&capID3=00710,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=00710&agencyCode=FTCOLLINS,N,USA,"3,118,455.42",,,,,AVE,0,0,,0,,1842,COLLEGE,80524,,0,,0,,1842 N COLLEGE AVE,"1,466,012.56",0,,0,
,"2,266",U,0,A,,,,,,22CAP,0,000M1,Building,Pike,SP02409,Stock Plan,Routed for Review,,,,,,,,,,,&capID1=22CAP&capID2=00000&capID3=000M1,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=000M1&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
,"2,167",U,0,A,,,,,,23CAP,0,000K1,Building,Unit Type A,SP02437,Stock Plan,Routed for Review,,,,,,,,Replacement of bathroom fixtures and adding a washer and dryer to a 2 bedroom and 1 bathroom unit.,,,&capID1=23CAP&capID2=00000&capID3=000K1,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=000K1&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.100462868251 40.576368900363),652,M,100,A,"1323 W PLUM ST, 80521",,236050000,SubAddress,,23RAL,0,592,Building,,B2303474,Commercial General Alteration,Building Code Review,"1,323",,W,PLUM,ST,,,"DISH Wireless will install (3) antennas, (6) radios, (3) volt protection devices, (6) power & fiber cables, (1) cable ladder tray, and (1) equipment platform,  and (1) equipment cabinet. Job contact: Mike Latta 720-557-2389",1323  W PLUM ST,,&capID1=23RAL&capID2=00000&capID3=00592,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00592&agencyCode=FTCOLLINS,W,USA,"3,110,988.21",,,,,ST,0,0,,0,,1323,PLUM,80521,,0,,0,,1323 W PLUM ST,"1,453,060.04",0,,0,
POINT (-105.009381594719 40.510560663),996,M,100,A,"3684 LOGGERS LN, 80528",,700442957,SubAddress,,21COM,0,222,Building,KECHTER TOWNHOMES,B2103322,Residential New Single Family Attached,Issued Full,"3,684",,,LOGGERS,LN,,,New 2 story 1156 sq. ft. single family attached on slab on grade foundation and 266 sq. ft. garage. Stock Plan SP02306 with option 1 (Bed 3 with full bath).FCLWD - Energy Compliance= Prescriptive.  Electric service is 200 Amps. Job Contact: Brian Bohling 480-463-0041,3684   LOGGERS LN,13,&capID1=21COM&capID2=00000&capID3=00222,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21COM&capID2=00000&capID3=00222&agencyCode=FTCOLLINS,,USA,"3,136,419.08",,,,,LN,0,0,,0,,3684,LOGGERS,80528,,0,2,0,,3684 LOGGERS LN,"1,429,206.14",0,,0,
POINT (-105.064644600412 40.598632614973),"1,895",M,100,A,"710 MANGOLD LN, 80524",,700460043,SubAddress,,23RAL,0,140,Building,,B2300802,Commercial General Alteration,Issued Full,710,,,MANGOLD,LN,,BLDG,Installation of a 12.09 kW roof mounted solar array system consisting of (26) 465 watt solar panels w/ 26 micro-inverters,710   MANGOLD LN,91,&capID1=23RAL&capID2=00000&capID3=00140,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00140&agencyCode=FTCOLLINS,,USA,"3,120,731.57",,,,,LN,0,0,,0,,710,MANGOLD,80524,,0,4,0,,710 MANGOLD LN,"1,461,236.69",0,,0,
,"1,387",U,0,A,,,,,,17CAP,0,000RP,Building,Unit B,SP02195,Stock Plan,Approved,,,,,,,,Unit B,,,&capID1=17CAP&capID2=00000&capID3=000RP,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000RP&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.027615883523 40.520745351485),842,M,100,A,"2602 TIMBERWOOD DR, 80528",,2190001,SubAddress,,HIS99,0,40240,Building,WILDWOOD TOWNHOMES PUD,B961573,Residential New Single Family Attached,Issued TCO,"2,602",,,TIMBERWOOD,DR,,,NEW TOWNHOME  STOCK PLAN 814,2602   TIMBERWOOD DR,6,&capID1=HIS99&capID2=00000&capID3=40240,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=HIS99&capID2=00000&capID3=40240&agencyCode=FTCOLLINS,,USA,"3,131,352.65",,,,,DR,0,0,,0,,2602,TIMBERWOOD,80528,,0,19,0,,2602 TIMBERWOOD DR,"1,432,785.77",0,,0,
POINT (-105.035519196208 40.598074788456),515,M,100,A,"802 EMMERSON BLVD, 80524",,700455161,SubAddress,,23RAL,0,800,Building,,B2304614,Residential General Alteration,Applied,802,,,EMMERSON,BLVD,,,Installation of a 4.05 KW and 10 panel solar PV system.,802   EMMERSON BLVD,189,&capID1=23RAL&capID2=00000&capID3=00800,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00800&agencyCode=FTCOLLINS,,USA,"3,128,940.46",,,,,BLVD,0,0,,0,,802,EMMERSON,80524,,0,,0,,802 EMMERSON BLVD,"1,461,047.68",0,,0,
POINT (-105.062017081586 40.564254977385),"1,021",M,100,A,"825 CHEROKEE DR, 80525",,700280136,SubAddress,,16COM,0,392,Building,RIVER MODERN SUBDIVISION,B1603193,Residential New Single Family Attached,Applied,825,,,CHEROKEE,DR,,,"New 3-story, 1988 sf single family attached residence; 649 sf lower level (is more than 50% above grade and counted as 1 story), 1032 sf main level, 307 sf second level, 213 sf roof deck, and 477 sf attached garage. 
City Water. Energy Compliance: Prescriptive w/Blower Door. FR Development to do framing.  Job Contact: Andrew Rauch 303.868.6730",825   CHEROKEE DR,,&capID1=16COM&capID2=00000&capID3=00392,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16COM&capID2=00000&capID3=00392&agencyCode=FTCOLLINS,,USA,"3,121,689.58",,,,,DR,0,0,,0,,825,CHEROKEE,80525,,0,,0,,825 CHEROKEE DR,"1,448,697.28",0,,0,
POINT (-105.104882775434 40.548164554883),688,M,100,A,"2842 DUNBAR AVE, 80526",,366890000,SubAddress,,23RAL,0,353,Building,,B2302010,Residential General Alteration,Routed for Review,"2,842",,,DUNBAR,AVE,,,"Installation of (18) roof mounted solar panels. 
Panel change out 
NO SERVICE UPGRADE",2842   DUNBAR AVE,,&capID1=23RAL&capID2=00000&capID3=00353,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00353&agencyCode=FTCOLLINS,,USA,"3,109,806.22",,,,,AVE,0,0,,0,,2842,DUNBAR,80526,,0,,0,,2842 DUNBAR AVE,"1,442,779.48",0,,0,
POINT (-105.036235646809 40.596944802665),542,M,100,A,"2221 ARBORWOOD LN, 80524",,700454903,SubAddress,,23RAL,0,710,Building,,B2304191,Commercial General Alteration,Routed for Review,"2,221",,,ARBORWOOD,LN,,,"Converting existing attached garage to sales office and construction office, 387 sq. ft. In association with single family detached B2207823. Job contact: Zach Marsh 303-548-8173",2221   ARBORWOOD LN,93,&capID1=23RAL&capID2=00000&capID3=00710,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00710&agencyCode=FTCOLLINS,,USA,"3,128,781.20",,,,,LN,0,0,,0,,2221,ARBORWOOD,80524,,0,,0,,2221 ARBORWOOD LN,"1,460,656.85",0,,0,
,"2,077",U,0,A,,,,,,17CAP,0,0.00E+00,Building,,SP01935,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000E0,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000E0&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
,379,U,0,A,,,,,,17CAP,0,000LA,Building,Plan 310 / 320,SP01894,Stock Plan,Approved,,,,,,,,Plan 310 / 320,,,&capID1=17CAP&capID2=00000&capID3=000LA,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000LA&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.060220769378 40.563678114725),"1,439",M,100,A,"1748 SPRINGMEADOWS CT, 80525",,315150001,SubAddress,,23RAL,0,622,Building,,B2303671,Residential General Alteration,Issued Full,"1,748",,,SPRINGMEADOWS,CT,,,"Residential remodel to include: Kitchen - replace lights and cosmetic work to cabinets, counter tops and backsplash. Bathroom - replace lights and plumbing work. Replace tub, valve cosmetic work, cabinets, countertops and tile. Job Contact: Daniel Dolton 970-214-7326",1748   SPRINGMEADOWS CT,,&capID1=23RAL&capID2=00000&capID3=00622,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00622&agencyCode=FTCOLLINS,,USA,"3,122,189.70",,,,,CT,0,0,,0,,1748,SPRINGMEADOWS,80525,,0,A,0,,1748 SPRINGMEADOWS CT,"1,448,489.59",0,,0,
POINT (-105.109872502467 40.552332553759),982,M,100,A,"1717 W DRAKE RD, 80526",,369280001,SubAddress,,11RES,0,13,Building,,B1100699,Residential Addition,Applied,"1,717",,W,DRAKE,RD,,,AFTER THE FACT PERMIT FOR EXTERIOR WOOD STAIR REPLACEMENT ON TWO MULTI-FAMILY BUILDINGS; BLDG. #2 (ONE SET OF STAIRS) AND BLDG. #4 (TWO SETS OF STAIRS). NEW STAIRS REPLACED WITH SAME CONSTRUCTION AS EXISTING.,1717  W DRAKE RD,,&capID1=11RES&capID2=00000&capID3=00013,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=11RES&capID2=00000&capID3=00013&agencyCode=FTCOLLINS,W,USA,"3,108,412.90",,,,,RD,0,0,,0,,1717,DRAKE,80526,,0,,0,,1717 W DRAKE RD,"1,444,291.77",0,,0,
POINT (-105.105671163831 40.586744947623),136,M,100,A,"100 S BRYAN AVE, 80521",,181430000,SubAddress,,22RAL,0,891,Building,,B2205396,Commercial General Alteration,Issued Full,100,,S,BRYAN,AVE,,,"Renovation of existing single room multifamily unit.  Scope includes select demolition, new interior finishes and plumbing and electrical fixtures (like for like). In association with SP02412. Job contact: Scott Peters 970-837-1616.",100  S BRYAN AVE,41,&capID1=22RAL&capID2=00000&capID3=00891,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=00891&agencyCode=FTCOLLINS,S,USA,"3,109,473.65",,,,,AVE,0,0,,0,,100,BRYAN,80521,,0,1,0,,100 S BRYAN AVE,"1,456,864.23",0,,0,
POINT (-105.033525218824 40.53209644155),100,M,100,A,"2330 SUNRAY CT, 80525",,101160000,SubAddress,,22RAL,0,1393,Building,,B2208314,Residential General Alteration,Issued Full,"2,330",,,SUNRAY,CT,,,"03-27-2023 Revision submitted:Sub panel in garage is not on an out side wall like the plans show. The sub panel will except a main breaker. Change to Load side tap. Change Disconnect to 60A F with 30A fuses. Change wire from disconnect to taps to 6AWG, 8EGC.
Installation of a 5.74 kw DC system.",2330   SUNRAY CT,,&capID1=22RAL&capID2=00000&capID3=01393,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=01393&agencyCode=FTCOLLINS,,USA,"3,129,667.16",,,,,CT,0,0,,0,,2330,SUNRAY,80525,,0,,0,,2330 SUNRAY CT,"1,437,022.14",0,,0,
POINT (-105.086697451264 40.580966384423),772,M,100,A,"517 S WHITCOMB ST, 80521",,231220000,SubAddress,,23RES,0,26,Building,,B2303259,Residential Addition,Resubmittal Requested,517,,S,WHITCOMB,ST,,,"Construction of a 98 sq. ft. addition for master bedroom, add new master bathroom. Remodel kitchen with new cabinets and countertops, remove non-bearing interior, partition wall, relocate mini-split compressor unit, relocate electric meter location, change water heater to high-efficient on-demand unit. Job contact: Dale Terrel 970-222-9250",517  S WHITCOMB ST,,&capID1=23RES&capID2=00000&capID3=00026,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RES&capID2=00000&capID3=00026&agencyCode=FTCOLLINS,S,USA,"3,114,804.20",,,,,ST,0,0,,0,,517,WHITCOMB,80521,,0,,0,,517 S WHITCOMB ST,"1,454,752.47",0,,0,
POINT (-105.066232667337 40.575214694808),"1,963",M,100,A,"900 STOVER ST, 80524",,214810000,SubAddress,,22RES,0,75,Building,,B2208973,Residential Addition,Issued Full,900,,,STOVER,ST,,,"Construction of 297 sq. ft. main level addition and 230 sq. ft. of basement addition with interior remodel to include new kitchen layout, electrical, wiring/fixtures, relocation of plumbing and appliances and minor finish upgrades at existing dining and living area. Property, Inc. to perform framing. Job contact: Gary Pritchard 970-488-0950.",900   STOVER ST,,&capID1=22RES&capID2=00000&capID3=00075,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RES&capID2=00000&capID3=00075&agencyCode=FTCOLLINS,,USA,"3,120,498.82",,,,,ST,0,0,,0,,900,STOVER,80524,,0,,0,,900 STOVER ST,"1,452,684.23",0,,0,
POINT (-105.046008656051 40.507272959849),662,M,100,A,"1723 FLOATING LEAF DR, 80528",,700457591,SubAddress,,23COM,0,138,Building,HANSEN FARM,B2302943,Residential New Single Family Attached,Routed for Review,"1,723",,,FLOATING LEAF,DR,,,New 1684 sq ft single family 2 story residence (paired townhomes) on crawlspace foundation with 486 sq. ft. attached garage. Stock Plan (SP02407) with option1 (optional crawlspace). Energy=UA. FCLWD Water. 200 A. Job contact: Peter Carter 303-968-8660,1723   FLOATING LEAF DR,237,&capID1=23COM&capID2=00000&capID3=00138,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23COM&capID2=00000&capID3=00138&agencyCode=FTCOLLINS,,USA,"3,126,265.59",,,,,DR,0,0,,0,,1723,FLOATING LEAF,80528,,0,A,0,,1723 FLOATING LEAF DR,"1,427,994.92",0,,0,
POINT (-105.01223021056 40.596175991463),975,M,100,A,"709 CAMPFIRE DR, 80524",,700418797,SubAddress,,22COM,0,57,Building,TRAIL HEAD FILING FOUR,B2201043,Residential New Single Family Detached,Routed for Review,709,,,CAMPFIRE,DR,,,"New 1554 sq ft single family detached residence with 1495 sq ft unfinished basement and 418 sq ft attached garage. 
Stock Plan 2335 with option 1(unfinished basement). Elco/Boxelder - Energy Compliance= SPA - Job contact: Ceri Jones 970-567-9717",709   CAMPFIRE DR,,&capID1=22COM&capID2=00000&capID3=00057,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00057&agencyCode=FTCOLLINS,,USA,"3,135,457.98",,,,,DR,0,0,,0,,709,CAMPFIRE,80524,,0,,0,,709 CAMPFIRE DR,"1,460,398.55",0,,0,
,"2,104",U,0,A,,,,,,22CAP,0,000F4,Building,2592,SP02373,Stock Plan,Approved,,,,,,,,,,,&capID1=22CAP&capID2=00000&capID3=000F4,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=000F4&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.020326256876 40.502822964481),"1,934",M,100,A,"3045 E TRILBY RD, 80528",,700442214,SubAddress,,22COM,0,352,Building,KECHTER FARM TOWNHOMES,B2204908,Residential New Single Family Attached,Issued Full,"3,045",,E,TRILBY,RD,,,New 2 story 1760 sq. ft. townhouse on crawl space foundation with 628 sq. ft. attached garage. FCLWD. Energy Code Compliance = Total UA Alternative (REScheck). Electric service is 150 Amps. Job Contact: Cragon Sims 205-706-7267. Plans (and mechanical revision form/Letter - v2) for this unit are on permit B2204907.,3045  E TRILBY RD,80,&capID1=22COM&capID2=00000&capID3=00352,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00352&agencyCode=FTCOLLINS,E,USA,"3,133,098.45",,,,,RD,0,0,,0,,3045,TRILBY,80528,,0,F 25,0,,3045 E TRILBY RD,"1,426,386.76",0,,0,
,"1,421",U,0,A,,,,,,17CAP,0,000EI,Building,,SP01953,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000EI,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000EI&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.04018481984 40.638653870759),107,M,100,A,"2020 BALLYNEAL DR, 80524",,700435628,SubAddress,,22COM,0,514,Building,COUNTRY CLUB RESERVE,B2207470,Residential New Single Family Detached,Issued Full,"2,020",,,BALLYNEAL,DR,,,"*** Changed energy path to UA 4/27/2023
New single family residence 2 story, 2131 sq. ft with 891 sq. ft. unfinished basement  and 445 sq. ft attached garage. Stock plan SP02416 with options 1(Full Basement foundation - unfinished )  9 (double vanity at owners bath ) 10 (double vanity bath 2 ) 16 (Optional Window At First Floor (great room). Energy Path: UA .ELCO. 200 A .Job contact: Zach Marsh 303-548-8173.",2020   BALLYNEAL DR,126,&capID1=22COM&capID2=00000&capID3=00514,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00514&agencyCode=FTCOLLINS,,USA,"3,127,625.49",,,,,DR,0,0,,0,,2020,BALLYNEAL,80524,,0,,0,,2020 BALLYNEAL DR,"1,475,864.46",0,,0,
POINT (-105.120571580372 40.572783633852),"1,943",M,100,A,"1033 PONDEROSA DR, 80521",,264770000,SubAddress,,23RAL,0,75,Building,,B2300501,Residential General Alteration,Issued Full,"1,033",,,PONDEROSA,DR,,,"04-06-2023 Revision submitted to add the replacement of 6 wondows. 
AFTER THE FACT- Residential main floor remodel of 2160 sq ft to include installation of new kitchen cabinets & adding bar area. Removal of brick built-in, and installation of Can Lites in kitchen/ living room. Update bathroom fixtures to include new vanity, toilet, tile, and paint. Adding small laundry area in sitting room. New paint, carpet, and flooring. Job contact: Steve Macbeth (720) 351-0429",1033   PONDEROSA DR,,&capID1=23RAL&capID2=00000&capID3=00075,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00075&agencyCode=FTCOLLINS,,USA,"3,105,407.94",,,,,DR,0,0,,0,,1033,PONDEROSA,80521,,0,,0,,1033 PONDEROSA DR,"1,451,729.36",0,,0,
,"1,544",U,0,A,,,,,,19CAP,0,11,Building,Triplex B4,SP02218,Stock Plan,Code Update Required,,,,,,,,2018 IRC code approved 3/28/2019 - for Triplex B4 (This stock plan is restricted to Trailhead 2nd Filing subdivision),,,&capID1=19CAP&capID2=00000&capID3=00011,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=19CAP&capID2=00000&capID3=00011&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.0215559065 40.502795670246),"1,803",M,100,A,"3045 E TRILBY RD, 80528",,700442214,SubAddress,,22COM,0,320,Building,KECHTER FARM TOWNHOMES,B2204811,Residential New Single Family Attached,Issued Full,"3,045",,E,TRILBY,RD,,,New 2 story 1716 sq. ft. single family attached on slab on crawlspace foundation with 528 sq. ft. attached garage. FCLWD - Energy Compliance= U/A Rescheck Electric service is 150 Amps. Job Contact: Cragon Sims 205-706-7267. The plans for this 5 unit townhouse project are attached to permit B2204809.,3045  E TRILBY RD,80,&capID1=22COM&capID2=00000&capID3=00320,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00320&agencyCode=FTCOLLINS,E,USA,"3,133,098.45",,,,,RD,0,0,,0,,3045,TRILBY,80528,,0,A 4,0,,3045 E TRILBY RD,"1,426,386.76",0,,0,
,"2,053",U,0,A,,,,,,22CAP,0,000LF,Building,Northfield 8,SP02404,Stock Plan,Approved,,,,,,,,2021 code updates (eligible and due date changed -MN),,,&capID1=22CAP&capID2=00000&capID3=000LF,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=000LF&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.07096105227 40.539320958435),581,M,100,A,"3535 STANFORD RD, 80525",,700475049,SubAddress,,21COM,0,567,Building,STANFORD SENIOR LIVING,B2109983,Commercial New Com-Ind-Mixed-Use Building,Applied,"3,535",,,STANFORD,RD,,,"Construction of a 4 story, 138,833 sq. ft. building with 1430 sq. ft. finished basement for Senior Assisted Living and Memory Care Facility. The building will contain 138 memory car units. Job contact: Matt Brown 970-267-0954.",3535   STANFORD RD,,&capID1=21COM&capID2=00000&capID3=00567,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21COM&capID2=00000&capID3=00567&agencyCode=FTCOLLINS,,USA,"3,119,248.61",,,,,RD,0,0,,0,,3535,STANFORD,80525,,0,,0,,3535 STANFORD RD,"1,439,601.52",0,,0,
,437,U,0,A,,,,,,17CAP,0,000G7,Building,,SP02014,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000G7,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000G7&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.089946884934 40.592784195256),"2,157",M,100,A,"409 N GRANT AVE, 80521",,189460000,SubAddress,,23RAL,0,792,Building,,B2304595,Residential General Alteration,Applied,409,,N,GRANT,AVE,,,"Installation of Roof mounted 3.78 kW Solar PV System (9) panels. Approx. (17) rafters to be fully sistered. Overlap splice. 
Job Contact: BRS Field Ops, LLC (385) 482-0045",409  N GRANT AVE,236,&capID1=23RAL&capID2=00000&capID3=00792,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00792&agencyCode=FTCOLLINS,N,USA,"3,113,927.37",,,,,AVE,0,0,,0,,409,GRANT,80521,,0,,0,,409 N GRANT AVE,"1,459,036.37",0,,0,
,"2,289",U,0,A,,,,,,17CAP,0,000RA,Building,Harmony Cottages Accessible Unit B2,SP02194,Stock Plan,Approved,,,,,,,,Harmony Cottages Accessible Unit B2,,,&capID1=17CAP&capID2=00000&capID3=000RA,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000RA&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
,"2,222",U,0,A,,,,,,21CAP,0,000UY,Building,Remington,SP02346,Stock Plan,Code Update Required,,,,,,,,,,,&capID1=21CAP&capID2=00000&capID3=000UY,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21CAP&capID2=00000&capID3=000UY&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.108383470664 40.55126651742),569,M,100,A,"1700 HASTINGS DR, 80526",,368480000,SubAddress,,23RAL,0,482,Building,,B2302852,Residential General Alteration,Issued Full,"1,700",,,HASTINGS,DR,,,"Stabilize the north and west foundation walls by installing five push piers to help mitigate vertical movement. 
Job Contact: Greg Knapp (720) 507-2711",1700   HASTINGS DR,,&capID1=23RAL&capID2=00000&capID3=00482,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00482&agencyCode=FTCOLLINS,,USA,"3,108,828.39",,,,,DR,0,0,,0,,1700,HASTINGS,80526,,0,,0,,1700 HASTINGS DR,"1,443,905.23",0,,0,
